DCP,DNCP,OPCP,HPCP,LPCP,CPCP,ACPCP,VTCP,MPN5P,calculated_targets_LPN10PVCPCPR,calculated_targets_MPN10PVCPCPR,calculated_targets_HPN10PVCPCPR,calculated_features_DNCP,WDCP,MDCP,OPCPLE,HPCPLE,LPCPLE,CPCPLE,OPCPRCP,HPCPRCP,LPCPRCP
6/27/2014,15.646,16,15.633333,15.937333,15.937333,84525000,0,15.6581665,0.896302223,0.937463407,1.022714026,41817,6,27,2.750215293,2.772588722,2.749405365,2.768664344,0.981720091,1.003932088,0.98092529
6/30/2014,15.97,16.299334,15.933333,16.004,16.004,72429000,0,15.283333,0.892568545,0.928408523,1.014079855,41820,2,30,2.770711962,2.791124248,2.76841333,2.772838691,0.997875531,1.018453762,0.995584416
7/1/2014,16.164,16.229334,15.913333,15.981333,15.981333,65041500,0,14.948,0.893834513,0.925579862,1.010887703,41821,3,1,2.782786547,2.786820346,2.767157311,2.771421354,1.011430023,1.015518167,0.995745036
7/2/2014,16.044,16.155333,15.138,15.295333,15.295333,120411000,0,14.796,0.931002941,0.961426142,1.010765833,41822,4,2,2.775334948,2.782250212,2.717208139,2.727547749,1.048947414,1.056226301,0.98971366
7/3/2014,15.419333,15.46,14.933333,15.283333,15.283333,77500496,0,14.693333,0.931733935,0.959672867,1.00231193,41823,5,3,2.735622112,2.738256043,2.703595828,2.726762888,1.008898583,1.011559455,0.977099236
7/7/2014,15.166667,15.318667,14.693333,14.844,14.844,88405504,0,14.63233325,0.959310159,0.98568446,1.027530787,41827,2,7,2.719100059,2.72907215,2.687393853,2.697595743,1.0217372,1.031977028,0.989849973
7/8/2014,14.576667,14.730667,14.284667,14.604667,14.604667,117543000,0,14.707333,0.97503079,1.003263785,1.044369379,41828,3,8,2.6794221,2.689931511,2.659186724,2.681341135,0.998082805,1.008627379,0.978089196
7/9/2014,14.751333,14.948,14.614,14.870667,14.870667,61731000,0,14.666,0.957589865,0.985317841,1.025688155,41829,4,9,2.691333452,2.704577512,2.681979973,2.699390615,0.991975209,1.005200372,0.982740048
7/10/2014,14.478667,14.814667,14.402667,14.630667,14.630667,72958496,0,14.666,0.973298073,1.004032617,1.042513441,41830,5,10,2.672676325,2.695617704,2.667413398,2.683119805,0.989610863,1.012576323,0.984416295
7/11/2014,14.707333,14.773333,14.506667,14.542,14.542,49534500,0,14.666,0.979232568,1.012802005,1.048869963,41831,6,11,2.688346213,2.692823731,2.674608337,2.677041014,1.011369344,1.015907922,0.997570279
7/14/2014,14.666,15.252667,14.363333,15.113333,15.113333,108048000,0,14.62866675,0.942214401,0.97620204,1.023378959,41834,2,14,2.68553189,2.724754373,2.66467864,2.715577334,0.970401433,1.009219277,0.950374944
7/15/2014,15.115333,15.176667,14.54,14.638667,14.638667,85777504,0,14.62866675,0.972766168,1.009700303,1.056562527,41835,3,15,2.715709659,2.719759183,2.676903472,2.683666452,1.032562118,1.03675198,0.993259837
7/16/2014,14.788,14.986667,14.454667,14.477333,14.477333,60667500,0,14.638667,0.98360658,1.02254103,1.068336758,41836,4,16,2.693816041,2.707160939,2.671017338,2.672584185,1.021458856,1.03518148,0.99843438
7/17/2014,14.410667,14.703333,14.24,14.36,14.36,69741000,0,14.72,1.002460515,1.036171092,1.077065947,41837,5,17,2.667968696,2.688074203,2.656054906,2.664446564,1.003528343,1.023908983,0.991643454
7/18/2014,14.396667,14.747333,14.395333,14.668,14.668,63805500,0,14.812667,0.985001364,1.016066744,1.0794473,41838,6,18,2.666996721,2.691062253,2.666904057,2.68566825,0.981501704,1.005408576,0.981410758
7/21/2014,14.483333,14.880667,14.448,14.702667,14.702667,57333000,0,14.87816675,0.99351587,1.019497585,1.090505076,41841,2,21,2.67299854,2.700062854,2.670555997,2.688028906,0.985082026,1.012106647,0.982678857
7/22/2014,14.812667,14.886667,14.607333,14.638667,14.638667,40950000,0,14.91683325,0.999316878,1.028366645,1.106612576,41842,3,22,2.695482693,2.70046598,2.681523663,2.683666452,1.011886328,1.016941433,0.997859505
7/23/2014,14.667333,14.983333,14.628667,14.832667,14.832667,46249500,0,14.988,0.992404131,1.019326666,1.130028268,41843,4,23,2.685622776,2.70693845,2.682983097,2.696831978,0.988853387,1.010157715,0.986246573
7/24/2014,14.883333,15.006667,14.72,14.902667,14.902667,48682500,0,15.000667,0.988816297,1.029603191,1.148295604,41844,5,24,2.700241996,2.708494569,2.689207113,2.70154019,0.998702648,1.006978617,0.987742664
7/25/2014,14.848,15.131333,14.783333,14.904667,14.904667,46306500,0,15.072667,0.988683612,1.045869257,1.148141518,41845,6,25,2.697865176,2.716767627,2.693500398,2.701674385,0.996198036,1.01520772,0.991859328
7/28/2014,14.95,15.466667,14.76,14.988,14.988,97714496,0,15.22,0.983186549,1.058602415,1.173116226,41848,2,28,2.7047113,2.738687192,2.691920819,2.707249881,0.997464638,1.031936683,0.98478783
7/29/2014,15.107333,15.22,14.990667,15.000667,15.000667,50736000,0,15.426667,0.982356318,1.065285964,1.172125613,41849,3,29,2.715180255,2.722610352,2.707427807,2.708094667,1.00711075,1.01462155,0.999333363
7/30/2014,14.794667,15.306667,14.736,15.261333,15.261333,73917000,0,15.777833,0.967586973,1.085663127,1.160405385,41850,4,30,2.694266778,2.728288485,2.69029348,2.725322375,0.969421675,1.002970514,0.965577515
7/31/2014,15.284,15.426667,14.766667,14.886667,14.886667,116236496,0,15.905333,1.012091357,1.12534703,1.189610341,41851,5,31,2.72680653,2.736097635,2.692372411,2.70046598,1.026690528,1.03627407,0.991939096
8/1/2014,15.072667,15.833333,15.066667,15.551333,15.551333,178436990,0,16.2971665,1,1.092253635,1.13876624,41852,6,1,2.712882971,2.762117401,2.71248482,2.744146358,0.969220259,1.018133494,0.96883444
8/4/2014,15.625333,16.033333,15.551333,15.901333,15.901333,89395504,0,16.625833,0.988135209,1.08232019,1.120493043,41855,2,4,2.748893507,2.774669868,2.744146358,2.766402942,0.982642965,1.008301191,0.977989267
8/5/2014,15.831333,16.199333,15.712667,15.899333,15.899333,80829000,0,16.8053335,1.000377374,1.083661827,1.120633991,41856,3,5,2.761991078,2.784970069,2.754467202,2.766277159,0.995723091,1.018868716,0.988259507
8/6/2014,15.926667,16.761333,15.905333,16.595333,16.595333,138739500,0,17.112667,0.990238159,1.038926607,1.07363516,41857,4,6,2.767994874,2.819074626,2.766654462,2.809121511,0.959707588,1.010002812,0.958422046
8/7/2014,16.674667,17.112667,16.608,16.826,16.826,112183504,0,17.288,0.976663022,1.02527826,1.058916736,41858,5,7,2.813890622,2.83981895,2.809884507,2.822925309,0.991006003,1.017037145,0.987043861
8/8/2014,16.744,16.784,16.433332,16.542,16.542,76351504,0,17.354,1.014065288,1.042880667,1.077096663,41859,6,8,2.818039985,2.820426052,2.799311711,2.805902601,1.012211341,1.014629428,0.993430782
8/11/2014,17.032,17.582666,17,17.288,17.288,121519504,0,17.40133375,0.970307034,0.998129685,1.030618522,41862,2,11,2.835093928,2.86691353,2.833213344,2.850012619,0.985192041,1.01704454,0.983341046
8/12/2014,17.205334,17.353333,16.972,17.330667,17.330667,95734496,0,17.40133375,0.9679182,0.998922921,1.028081204,41863,3,12,2.845219452,2.853784592,2.831564927,2.852477591,0.992768138,1.001307855,0.97930449
8/13/2014,17.467333,17.709333,17.307333,17.354,17.354,103989000,0,17.316668,0.966616803,0.998213668,1.026698917,41864,4,13,2.860332451,2.874091789,2.851130285,2.853823027,1.006530656,1.020475568,0.997310879
8/14/2014,17.499332,17.533333,17.1,17.425333,17.425333,61899000,0,17.249332,0.962659824,0.995160293,1.022495983,41865,5,14,2.862162709,2.864103812,2.839078464,2.857925067,1.004246633,1.006197873,0.981329883
8/15/2014,17.432,17.472668,17.233334,17.467333,17.467333,58018500,0,17.109667,0.96034512,0.994127159,1.038128316,41866,6,15,2.858307598,2.860637831,2.846845532,2.860332451,0.997977195,1.000305427,0.986603622
8/18/2014,17.55,17.817333,17.316668,17.329332,17.329332,87738000,0,17.109667,0.967992765,1.006578528,1.095983734,41869,2,18,2.86505395,2.880171748,2.851669506,2.852400557,1.012733786,1.028160405,0.999269216
8/19/2014,17.258,17.288668,16.774668,17.117332,17.117332,80022000,0,17.13,0.983837201,1.023889142,1.121670129,41870,3,19,2.848275804,2.850051258,2.819869891,2.840091517,1.008217869,1.010009504,0.97998146
8/20/2014,16.978,17.249332,16.866667,17.047333,17.047333,45418500,0,17.352667,0.987876989,1.03152015,1.139650407,41871,4,20,2.831918388,2.847773418,2.825339307,2.835993769,0.995932912,1.011849302,0.989402096
8/21/2014,17.101334,17.253332,16.884,16.956,16.956,43734000,0,17.459333,0.99319816,1.047829677,1.145789101,41872,5,21,2.839156472,2.848005284,2.826366428,2.830621753,1.008571243,1.017535504,0.995753715
8/22/2014,16.969334,17.13,16.840668,17.118668,17.118668,42501000,0,17.5646665,1.005491023,1.060265524,1.134901384,41873,6,22,2.831407833,2.840831312,2.823796675,2.840169564,0.991276541,1.000661967,0.983760419
8/25/2014,17.212667,17.578667,17.212667,17.503332,17.503332,64771500,0,17.632,0.99139221,1.056770191,1.109960092,41876,2,25,2.845645566,2.866686065,2.845645566,2.862391263,0.983393733,1.004304038,0.983393733
8/26/2014,17.665333,17.7,17.444,17.449333,17.449333,57270000,0,17.96516675,0.994460189,1.065475304,1.113394993,41877,3,26,2.871604131,2.87356464,2.85899575,2.859301424,1.012378697,1.01436542,0.999694372
8/27/2014,17.566668,17.616,17.352667,17.55,17.55,44776500,0,18.6468335,0.99388416,1.064406382,1.107008547,41878,4,27,2.866003243,2.86880758,2.853746212,2.86505395,1.000949744,1.003760684,0.988755954
8/28/2014,17.459333,17.632,17.442667,17.590668,17.590668,42673500,0,18.693333,1.013833016,1.062798326,1.104449245,41879,5,28,2.859874348,2.869715433,2.858919331,2.867368534,0.992533825,1.002349655,0.991586391
8/29/2014,17.913334,18.133333,17.834,17.98,17.98,96706496,0,18.807333,0.923730089,1.0397849,1.080533927,41880,6,29,2.885545352,2.897751847,2.881106748,2.889260029,0.996292214,1.008527976,0.991879867
9/2/2014,18.366667,18.992666,18.286667,18.941334,18.941334,147786000,0,18.807333,0.876847798,0.986220506,1.025693333,41884,3,2,2.910537446,2.944052905,2.906172215,2.941346518,0.96966069,1.002710052,0.965437123
9/3/2014,19.178,19.2,18.673332,18.746,18.746,101584496,0,18.7326665,0.885984583,0.991776026,1.036381095,41885,4,3,2.953763789,2.954910279,2.92709641,2.930980396,1.023044916,1.0242185,0.996123546
9/4/2014,18.934,19.428,18.693333,19.069332,19.069332,125125504,0,18.697332,0.870962182,0.969986757,0.998077279,41886,5,4,2.940959248,2.966715324,2.928166936,2.94808139,0.99290316,1.018808629,0.980282529
9/5/2014,18.836666,18.86,18.167334,18.492666,18.492666,167548500,0,18.697332,0.898121828,0.989166868,1.029200819,41887,6,5,2.93580529,2.937043277,2.899625146,2.917374221,1.018601969,1.019863767,0.982407512
9/8/2014,18.508,18.992,18.501333,18.807333,18.807333,82524000,0,18.633333,0.867427615,0.935087394,1.011981178,41890,2,8,2.918203071,2.944017838,2.917842784,2.934246847,0.98408424,1.009818883,0.983729751
9/9/2014,18.866,19.032667,18.466667,18.565332,18.565332,68382000,0,18.575333,0.878734622,0.942132357,1.022658792,41891,3,9,2.93736136,2.946156819,2.915967323,2.921295971,1.016195132,1.025172456,0.994685525
9/10/2014,18.633333,18.760668,18.244,18.74,18.74,56719500,0,17.646667,0.87054429,0.925364674,1.013127001,41892,4,10,2.924952074,2.931762551,2.903836259,2.930660277,0.994308058,1.001102882,0.973532551
9/11/2014,18.697332,18.986,18.575333,18.687332,18.687332,56491500,0,17.529333,0.872997815,0.916329321,1.007420428,41893,5,11,2.92838084,2.943701865,2.921834518,2.927845861,1.000535122,1.015982378,0.994006689
9/12/2014,18.7,18.826,18.466667,18.613333,18.613333,49869000,0,17.428667,0.876468497,0.911210636,0.982808023,41894,6,12,2.928523524,2.935238893,2.915967323,2.923878152,1.004656178,1.01142552,0.99212038
9/15/2014,18.291332,18.293333,16.608667,16.924,16.924,246831010,0,17.3,0.950839045,0.994524551,1.046245982,41897,2,15,2.906427286,2.906536677,2.809924668,2.828732733,1.080792484,1.080910719,0.981367703
9/16/2014,17.01,17.497334,16.828,17.382668,17.382668,124501504,0,17.2335,0.920917318,0.96110103,1.018639199,41898,3,16,2.833801406,2.862048526,2.823044166,2.855473618,0.978560944,1.006596571,0.968090744
9/17/2014,17.494,17.646667,17.3,17.425333,17.425333,77665504,0,16.92,0.901560963,0.951196542,1.016145115,41899,4,17,2.861857965,2.870546927,2.850706502,2.857925067,1.003940642,1.012701852,0.992807426
9/18/2014,17.557333,17.706667,17.488,17.588,17.588,55389000,0,16.76266675,0.893222652,0.941660024,0.990940812,41900,5,18,2.865471697,2.873941235,2.861514931,2.867216851,0.998256368,1.006747043,0.994314305
9/19/2014,17.199333,17.428667,17.018,17.288,17.288,102163504,0,16.668667,0.908722814,0.958000723,0.989125405,41901,6,19,2.844870604,2.858116379,2.834271607,2.850012619,0.994871182,1.008136684,0.98438223
9/22/2014,17,17.068,16.314,16.668667,16.668667,123211504,0,16.55,0.942486883,0.994375645,1.049833919,41904,2,22,2.833213344,2.837205365,2.792023635,2.81353073,1.019877594,1.023957105,0.978722534
9/23/2014,16.348,16.92,16.333332,16.694,16.694,84880496,0,16.469334,0.941056667,0.998512445,1.048240805,41905,3,23,2.794105566,2.828496354,2.793207928,2.815049373,0.979273991,1.013537798,0.978395352
9/24/2014,16.741333,16.856,16.469334,16.809334,16.809334,56242500,0,16.404667,0.934599788,0.992171983,1.042595322,41906,4,24,2.817880692,2.824706677,2.801500106,2.821934327,0.995954569,1.002776196,0.979773143
9/25/2014,16.834667,16.997334,16.406668,16.463333,16.463333,72513000,0,16.357332,0.954241769,1.020570986,1.075278438,41907,5,25,2.823440272,2.833056508,2.797687838,2.801135666,1.022555214,1.032435777,0.996558109
9/26/2014,16.55,16.648666,16.404667,16.44,16.44,56931000,0,16.357332,0.95377129,1.022019465,1.076804562,41908,6,26,2.806386102,2.812330093,2.797565868,2.79971739,1.006690998,1.012692579,0.997850791
9/29/2014,16.266666,16.576,16.092,16.350668,16.350668,72790496,0,16.68,0.901084469,1.027603276,1.082687692,41911,2,29,2.789117983,2.807955866,2.778322254,2.794268753,0.994862473,1.013781211,0.984179974
9/30/2014,16.461332,16.51,16.008,16.178667,16.178667,63574500,0,16.92999975,0.91066421,1.038528081,1.094198119,41912,3,30,2.801014115,2.803966258,2.773088597,2.783693523,1.017471464,1.020479623,0.989451109
10/1/2014,16.146667,16.177334,15.71,16.016,16.016,89125504,0,17.186666,0.904595405,1.049075924,1.105311376,41913,4,1,2.781713651,2.783611127,2.754297452,2.773588223,1.008158529,1.010073302,0.980894106
10/2/2014,16.68,16.852667,16.357332,16.761333,16.761333,134972990,0,17.25483375,0.864370393,0.988226891,1.056161046,41914,5,2,2.814210397,2.824508923,2.794676237,2.819074626,0.995147582,1.005449089,0.975896845
10/3/2014,16.870667,17.1,16.735332,17.014,17.014,81094496,0,17.25483375,0.851534031,0.931546579,1.04047649,41915,6,3,2.825576433,2.839078464,2.817522173,2.834036535,0.991575585,1.005054661,0.983621253
10/6/2014,17.275333,17.499332,17.186666,17.374666,17.374666,115699504,0,17.048668,0.833857756,0.891854065,1.018878118,41918,2,6,2.849279646,2.862162709,2.844133851,2.855013168,0.994282883,1.00717516,0.989179648
10/7/2014,17.235332,17.430668,17.048668,17.304667,17.304667,67282496,0,16.0440005,0.837230789,0.89261082,1.022999576,41919,3,7,2.846961463,2.858231184,2.836072078,2.850976234,0.995993277,1.007281331,0.985206361
10/8/2014,17.34,17.525333,16.842667,17.285334,17.285334,75826496,0,15.498,0.8381672,0.890523724,1.024143763,41920,4,8,2.853015971,2.863647434,2.823915369,2.849858396,1.003162565,1.013884545,0.974390602
10/9/2014,17.483334,17.702667,16.96,17.134,17.134,110419504,0,15.216667,0.845570211,0.898389168,0.956733279,41921,5,9,2.861248084,2.873715306,2.83085763,2.841064794,1.020388351,1.03318939,0.989844753
10/10/2014,16.309334,16.392668,15.68,15.794,15.794,193324500,0,15.165333,0.917310371,0.974610612,1.008653096,41922,6,10,2.791737582,2.796834162,2.752386015,2.759630121,1.032628467,1.037904774,0.992782069
10/13/2014,15.904667,15.930667,14.733333,14.972667,14.972667,169030500,0,15.165333,0.967629882,1.028073355,1.058818245,41925,2,13,2.766612588,2.768245994,2.690112478,2.706226339,1.062246759,1.063983257,0.984015273
10/14/2014,15.216667,15.498,14.866667,15.137333,15.137333,106579504,0,15.313333,0.95710387,1.018012882,1.07724835,41926,3,14,2.72239134,2.740710983,2.699121593,2.717164077,1.00524095,1.023826324,0.982119307
10/15/2014,14.666667,15.399333,14.488,15.313333,15.313333,137209500,0,15.370667,0.953852894,1.015607347,1.064867263,41927,4,15,2.685577368,2.734324197,2.673320721,2.728723887,0.957771048,1.005616021,0.946103634
10/16/2014,14.648,15.328,14.606667,15.09,15.09,80989504,0,15.5373335,0.973315639,1.036376201,1.080627369,41928,5,16,2.684303807,2.729681221,2.681478068,2.714032273,0.970709079,1.015772034,0.96796998
10/17/2014,15.558667,15.651333,15.103333,15.165333,15.165333,158240990,0,15.59666675,0.968480745,1.033865643,1.075259409,41929,6,17,2.744617847,2.750556089,2.714915448,2.719012099,1.025936391,1.032046774,0.995911728
10/20/2014,15.114667,15.493333,15.034,15.364667,15.364667,52416000,0,15.618,0.955916129,1.023799149,1.074152795,41932,2,20,2.715665597,2.740409802,2.710314303,2.732070523,0.983728902,1.008374148,0.97847874
10/21/2014,15.618,15.692667,15.386667,15.689333,15.689333,61954500,0,15.63716675,0.936134952,1.009581892,1.051924897,41933,3,21,2.748424095,2.753193533,2.733501355,2.752981055,0.995453408,1.000212501,0.980708804
10/22/2014,15.546,15.826,15.370667,15.406667,15.406667,61749000,0,15.682667,0.953310213,1.030268252,1.071224555,41934,4,22,2.743803371,2.761654157,2.732460953,2.734800338,1.009043682,1.027217632,0.997663349
10/23/2014,15.644,15.752,15.466667,15.686,15.686,52386000,0,15.751333,0.936333865,1.013217742,1.052148413,41935,5,23,2.750087457,2.756967341,2.738687192,2.752768595,0.997322453,1.004207574,0.986017277
10/24/2014,15.751333,15.853333,15.413333,15.682667,15.682667,51949500,0,15.876,0.936532861,1.017402429,1.052372023,41936,6,24,2.756924997,2.763379762,2.735232914,2.75255609,1.004378464,1.01088246,0.982826008
10/27/2014,15.616667,15.640667,14.687333,14.778,14.778,143299500,0,16.075333,1.029683787,1.08424682,1.116795236,41939,2,27,2.748338741,2.749874381,2.686985422,2.693139588,1.056751049,1.058375085,0.993864731
10/28/2014,15.306667,16.306667,15.216667,16.184668,16.184668,157744500,0,16.033333,0.941219987,0.991900714,1.037277997,41940,3,28,2.728288485,2.791574043,2.72239134,2.784064374,0.945751065,1.007537937,0.940190247
10/29/2014,16.075333,16.1,15.709333,15.873333,15.873333,74437504,0,16.033333,0.959680806,1.013607791,1.059806784,41941,4,29,2.777285985,2.778819272,2.754254994,2.764640531,1.012725746,1.014279736,0.989668206
10/30/2014,15.876,16.033333,15.670667,15.910667,15.910667,48426000,0,16.081333,0.957428937,1.014392828,1.071608123,41942,5,30,2.764808535,2.774669868,2.751790621,2.766989765,0.997821147,1.00770967,0.98491578
10/31/2014,16.167334,16.208,15.916667,16.113333,16.113333,56629500,0,16.0404995,0.945386842,1.003599535,1.070955711,41943,6,31,2.782992787,2.785504948,2.767366799,2.779647066,1.003351324,1.005875073,0.987794828
11/3/2014,16.2,16.504,16.088,16.172667,16.172667,63057000,0,16.0120005,0.941918423,1.001112958,1.067644935,41946,2,3,2.785011242,2.803602776,2.778073652,2.783322595,1.001690074,1.020487221,0.994764809
11/4/2014,16.032667,16.156668,15.768667,15.928667,15.928667,55239000,0,16.066668,0.956347006,1.041309201,1.088142906,41947,3,4,2.774628328,2.782332844,2.75802487,2.768120442,1.006529109,1.014313878,0.989955217
11/5/2014,16.066668,16.090668,15.368667,15.398,15.398,135688500,0,16.146,0.989305949,1.080021212,1.12564398,41948,4,5,2.776746815,2.778239477,2.732330826,2.734237631,1.04342564,1.044984284,0.998095012
11/6/2014,15.632667,16.446,15.233333,16.081333,16.081333,230320500,0,16.372,0.981676519,1.035817988,1.077812766,41949,5,6,2.749362763,2.800082287,2.723485987,2.777659158,0.972100198,1.022676416,0.947268053
11/7/2014,16.146,16.189333,15.813333,16.013332,16.013332,77415000,0,16.648,0.985845232,1.042589544,1.082389724,41950,6,7,2.781672341,2.784352569,2.760853445,2.773421625,1.008284847,1.010990904,0.987510469
11/10/2014,15.940667,16.192,15.786667,16.128668,16.128668,68658000,0,16.78,0.994667818,1.035133992,1.074649562,41953,2,10,2.768873517,2.784517293,2.759165723,2.78059831,0.988343675,1.003926673,0.978795459
11/11/2014,16.17,16.788,16.133333,16.738667,16.738667,119232000,0,16.932,0.958419628,0.995141011,1.035486637,41954,3,11,2.783157674,2.820664345,2.780887504,2.817721432,0.966026745,1.002947248,0.963836188
11/12/2014,16.648,16.822666,16.372,16.606667,16.606667,88062000,0,16.932,0.966037737,1.001043737,1.043717321,41955,4,12,2.812290089,2.822727144,2.795572559,2.809804241,1.00248894,1.013006764,0.985869109
11/13/2014,16.708,17.05,16.683332,16.78,16.78,93540000,0,16.801332,0.95605882,0.986963684,1.032935995,41956,5,13,2.815887647,2.836150204,2.814410137,2.820187701,0.995709178,1.016090584,0.994239094
11/14/2014,16.666668,17.256666,16.566668,17.245333,17.245333,91516496,0,16.792,0.885302302,0.958254423,1.005064153,41957,6,14,2.813410797,2.848198504,2.807392725,2.847541556,0.966445125,1.000657163,0.960646454
11/17/2014,17.166,17.266666,16.801332,16.932,16.932,60385500,0,16.55983325,0.897708481,0.972655327,1.023663241,41960,2,17,2.842930683,2.848777822,2.821458169,2.829205323,1.013819986,1.019765296,0.992282778
11/18/2014,17.057333,17.332666,17.034,17.18,17.18,67095000,0,16.516,0.875048487,0.953822264,0.980908033,41961,3,18,2.836580199,2.852592929,2.835211347,2.843745917,0.992859895,1.008886263,0.991501746
11/19/2014,16.707333,16.792,16.373333,16.516,16.516,118777504,0,16.52083325,0.910228445,0.987507016,1.020343909,41962,4,19,2.815847725,2.820902583,2.795653975,2.804329608,1.011584706,1.016711068,0.991361891
11/20/2014,16.53,16.728666,16.4,16.580667,16.580667,53808000,0,16.448,0.893651202,0.971673817,1.01636442,41963,5,20,2.805176912,2.817123775,2.797281335,2.808237378,0.996944212,1.008925998,0.989103756
11/21/2014,16.814,16.852,16.144667,16.185333,16.185333,112276496,0,16.406,0.874619015,0.961343628,1.028585572,41964,6,21,2.822211873,2.824469344,2.781589778,2.784105462,1.038841771,1.041189576,0.997487478
11/24/2014,16.346666,16.506666,16.042667,16.448,16.448,71845504,0,16.31799975,0.827942607,0.930427225,1.012159533,41967,2,24,2.794023962,2.803764299,2.77525186,2.800203889,0.993839129,1.003566756,0.9753567
11/25/2014,16.49,16.648,16.406,16.539333,16.539333,47397000,0,15.738,0.823370568,0.921580907,1.003668044,41968,3,25,2.802754137,2.812290089,2.797647122,2.805741362,0.997017232,1.006570217,0.991938429
11/26/2014,16.556,16.6,16.44,16.562668,16.562668,29718000,0,15.428667,0.822210528,0.913585692,0.992955966,41969,4,26,2.806748574,2.809402695,2.79971739,2.807151247,0.999597408,1.002253985,0.992593705
11/28/2014,16.356667,16.446,16.168,16.301332,16.301332,31795500,0,15.267333,0.835391856,0.911929559,0.991616329,41971,6,28,2.794635582,2.800082287,2.78303398,2.791246822,1.003394508,1.008874612,0.991820791
12/1/2014,16.077333,16.164667,15.267333,15.442667,15.442667,129291000,0,15.2,0.874935204,0.936064541,1.013987221,41974,2,1,2.777410392,2.782827811,2.725715448,2.737134263,1.041098212,1.046753582,0.988646132
12/2/2014,15.638,15.658667,15.2,15.428667,15.428667,88305000,0,15.033333,0.84418615,0.917015919,0.997709848,41975,3,2,2.74970385,2.751024566,2.721295428,2.736227272,1.013567796,1.014907315,0.985179083
12/3/2014,15.083333,15.314667,15.033333,15.286667,15.286667,79615504,0,14.55166675,0.840165682,0.916637551,1.006977715,41976,4,3,2.713590359,2.728810997,2.710269936,2.726981011,0.986698605,1.001831662,0.983427781
12/4/2014,15.24,15.393333,15.187333,15.218667,15.218667,57834000,0,14.290667,0.843919707,0.920733268,1.00486245,41977,5,4,2.72392355,2.733934494,2.720461725,2.722522766,1.001401765,1.011477089,0.997941081
12/5/2014,15.244667,15.292667,14.817333,14.914,14.914,90954000,0,14.112,0.861159515,0.939542242,1.005140606,41978,6,5,2.724229737,2.727373432,2.695797644,2.702300369,1.022171584,1.025390036,0.993518372
12/8/2014,14.769333,14.990667,14.156,14.290667,14.290667,138384000,0,13.956,0.898721732,0.980523372,1.045250932,41981,2,8,2.692552936,2.707427807,2.650138562,2.659606667,1.033495008,1.048983018,0.990576577
12/9/2014,13.956,14.515333,13.618,14.459333,14.459333,141472500,0,13.846667,0.888238275,0.973875022,1.034257044,41982,3,9,2.635909523,2.675205539,2.611392447,2.671340088,0.96518975,1.003872931,0.941813844
12/10/2014,14.275333,14.451333,13.846667,13.989333,13.989333,109711504,0,13.721333,0.91808044,1.010722491,1.069005005,41983,4,10,2.658533083,2.670786659,2.628044554,2.638295111,1.020444148,1.033025163,0.989801801
12/11/2014,14.035333,14.362,13.882,13.925333,13.925333,100416000,0,13.721333,0.922299883,1.044906215,1.093929531,41984,5,11,2.641577936,2.66458583,2.630593037,2.633709699,1.007899272,1.031357742,0.996888189
12/12/2014,13.654667,14.112,13.633333,13.8,13.8,107607000,0,13.776667,0.930676304,1.059927536,1.10386471,41985,6,12,2.614081368,2.647025499,2.61251775,2.624668592,0.989468623,1.022608696,0.987922681
12/15/2014,13.952667,13.986667,13.511333,13.602667,13.602667,78274496,0,14.3,0.944177565,1.081515834,1.119878403,41988,2,15,2.635670673,2.638104519,2.603528815,2.610265876,1.025730248,1.028229758,0.993285581
12/16/2014,13.392667,13.578667,13.024667,13.187333,13.187333,126391504,0,14.57299975,0.973914362,1.119786692,1.155148884,41989,3,16,2.594707318,2.608499958,2.566845021,2.579256748,1.015570548,1.029674992,0.987664981
12/17/2014,12.870667,13.776667,12.843333,13.721333,13.721333,110517000,0,14.666667,1.029054539,1.079547683,1.110193376,41990,4,17,2.554950846,2.622976364,2.552824844,2.618951775,0.938004128,1.004032699,0.936012048
12/18/2014,14.158667,14.562667,14.12,14.550667,14.550667,112249504,0,14.74866675,0.949143225,1.018017473,1.046916475,41991,5,18,2.650326945,2.678461199,2.647592232,2.677636834,0.973059654,1.000824704,0.97040225
12/19/2014,14.679333,14.693333,14.3,14.619333,14.619333,103657504,0,14.833333,0.931232636,1.013235915,1.04199918,41992,6,19,2.686440586,2.687393853,2.660259537,2.682344831,1.004104154,1.00506179,0.978156801
12/22/2014,14.666667,14.937333,14.550667,14.84,14.84,71991000,0,14.88783325,0.917385445,0.995080863,1.026504919,41995,2,22,2.685577368,2.70386365,2.677636834,2.697326238,0.988319879,1.006558827,0.980503167
12/23/2014,14.920667,14.954667,14.634667,14.731333,14.731333,67585504,0,14.88783325,0.924152621,0.997228136,1.034077025,41996,3,23,2.702747299,2.705023425,2.683393166,2.689976722,1.012852469,1.015160475,0.993438068
12/24/2014,14.651333,14.833333,14.616667,14.817333,14.817333,19983000,0,14.88783325,0.918788827,0.970215085,1.028075228,41997,4,24,2.684531321,2.696876878,2.682162453,2.695797644,0.988796904,1.001079816,0.986457347
12/26/2014,14.767333,15.233333,14.766667,15.188,15.188,49905000,0,14.858,0.874593956,0.936287398,1.000395049,41999,6,26,2.692417512,2.723485987,2.692372411,2.720505642,0.972302673,1.002984791,0.972258823
